summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_location,city_longitude
"2 triangle shape amber colored UFOs, making a turn in unison, are witnessed by 7 ppl. in Sedona, AZ",Sedona,AZ,2015-06-22T22:00:00,triangle,2 minutes,"Occurred : 6/22/2015 22:00  (Entered as : 06/22/15 22:00) Reported: 6/24/2015 11:04:17 PM 23:04 Posted: 7/3/2015 Location: Sedona, AZ Shape: Triangle Duration:2 minutes",http://www.nuforc.org/webreports/119/S119765.html,"2 triangle shape amber colored UFOs, making a turn in unison, are witnessed by 7 ppl. in Sedona, AZ UFO Sighting on June 22, 2015 in Sedona, Arizona, at approx. 10:00 p.m.  Diagram of event at bottom of document. Filed by Melinda Leslie, Director of UFO Sighting Tours, Sedona. At approximately 10:00 p.m., or just before, my 6 clients and I (7 people total) were out on a UFO Sighting Tour with Military Night Vision Goggles when we all saw 2 large amber colored triangle shape objects with our naked eyes.  These traveled from the northwest area of the sky beyond Airport Mesa in a southward direction toward Cathedral Rock.  The 7 witnesses were standing together on Chavez Ranch Road turnout area.   The 2 objects then made an arching turn as they headed easterly toward the Chapel of the Holy Cross area and then disappeared to the North over Munds Mountain.   All witnesses were absolutely astonished and continued to discuss sighting event for duration of the tour. 4 of the witnesses clearly saw that these were 2 distinct structured, hard edged, dark triangle shaped craft each with 3 amber or orange colored lights on the bottom, one light at each corner.   Both craft were seen by the 4 witnesses with their naked eyes, without the Night Vision goggles.  2 other witnesses saw them at close range, but initially thru the goggles and could not make out the shape, only that they were huge lights.  One of these witnesses is a retired airline pilot with over 40 years of professional experience.  He stated emphatically that these 2 objects were remarkably faster than any plane he’d ever seen and that they were very low, much lower than commercial aircraft.  When these 2 witnesses lowered their goggles, they and I together saw that these were 2 very large amber colored lights, but unfortunately we did not see the distinct triangle shapes, each with 3 lights, as did my other 4 clients.  All 7 of us saw the 2 objects make an arched turn while banking and continued to watch them as they disappeared over Munds Mountain.  Please see the diagram below. Additionally, when these 2 craft were on initial approach, at the same time, a military jet at very high altitude passed over us and then another one did again as these 2 objects headed northeast.  All 7 witnesses commented that the 2 UFOs were considerably lower than either of the 2 jets.  It is difficult to judge the distance from us, but all the witnesses expressed that the UFOs were at most a few thousand feet, or less above us.  All 6 clients expressed that they are willing to be interviewed. Unfortunately we were so caught up in the event that none of us grabbed our cell phones to get a photo of the UFOs or take a video.  Darn it!  I did create a computer diagram drawing that I will email as instructed by you below.   Please look for email with write up of sighting event and the diagram drawing from my email address: Linnie@onebox.com",2015-07-03T00:00:00,34.90469354838707,POINT(-111.89417096774189 34.90469354838707),-111.89417096774189
"I saw a black spherical shaped object moving easterly direction, first saw it when it was over Davis monthan air force Base, I would sa",Tucson,AZ,2015-07-13T16:15:00,sphere,30 seconds,"Occurred : 7/13/2015 16:15  (Entered as : 071315 16:15) Reported: 7/13/2015 6:11:41 PM 18:11 Posted: 7/17/2015 Location: Tucson, AZ Shape: Sphere Duration:30 seconds",http://www.nuforc.org/webreports/120/S120372.html,"I saw a black spherical shaped object moving easterly direction, first saw it when it was over Davis-Monthan Air Force Base, I would say it was moving at the same speed most of the air force planes fly, so maybe 400 mph, it was just below storm cloud level.",2015-07-17T00:00:00,32.25994075660238,POINT(-110.92754232690946 32.25994075660238),-110.92754232690946
Lights in the distance.,Tucson,AZ,2015-07-13T21:15:00,changing,20 minutes,"Occurred : 7/13/2015 21:15  (Entered as : 07/13/15 21:15) Reported: 7/13/2015 9:48:22 PM 21:48 Posted: 7/17/2015 Location: Tucson, AZ Shape: Changing Duration:20 minutes",http://www.nuforc.org/webreports/120/S120375.html,"Lights in the distance First object was seen above a normal flight path of a airplane.   After plane left area, the one object split into two objects, then randomly disappeared and reappeared, with two other crafts appearing to the left and right side of the two crafts.",2015-07-17T00:00:00,32.25994075660238,POINT(-110.92754232690946 32.25994075660238),-110.92754232690946
"One, then two lights turning off and on moving across the southern Arizona sky",Buckeye,AZ,2015-07-13T21:30:00,light,40-60 seconds,"Occurred : 7/13/2015 21:30  (Entered as : 07/13/2015 9:30) Reported: 7/13/2015 10:28:28 PM 22:28 Posted: 7/17/2015 Location: Buckeye, AZ Shape: Light Duration:40-60 seconds",http://www.nuforc.org/webreports/120/S120378.html,"one, then two lights turning off and on moving across the southern Arizona sky One then two lights over my neighbor's house to the southeast of mine.  Red lights turned off and one reappeared about 3 seconds later to the West.  Over my neighbors across from me.  Then turned off and reappeared just east again.   A few minutes later, we saw 5-6 jets with it seemed like strobe light in the backs, flying in a row from North to South going East towards the direction of the red lights that were turning on and off and moving across the sky.  The lights moved too straight, back and forth too fast. ((NUFORC Note:  We spoke via telephone with the witness, and he seemed to us to be both quite objective in his description of the sighting, and sober-minded.  We have changed the time above, to reflect a nighttime sighting.  PD))",2015-07-17T00:00:00,33.379728571428586,POINT(-112.56263516483523 33.379728571428586),-112.56263516483523
"Top of hill, South Central Mesa, AZ, close to Interstate 60 Distance: approx. 0.5 mile from observer, facing north.",Mesa,AZ,2015-07-04T02:45:00,light,90 minutes,"Occurred : 7/4/2015 02:45  (Entered as : 07/04/15 02:45) Reported: 7/4/2015 5:11:49 AM 05:11 Posted: 7/6/2015 Location: Mesa, AZ Shape: Light Duration:90 minutes",http://www.nuforc.org/webreports/120/S120003.html,"Location:  Top of hill, south central Mesa, AZ, close to Interstate 60. Distance:  Approx. 0.5 mile from observer, facing north  Source:  Periscope user broadcasting sighting, with over 28 live users watching at some time Observation Time:  02:45 to 04:15 approx  Description:  3 lights observed over South Central Mesa, AZ, close to Interstate 60.  2 of the lights over each other but not perfectly  (approx 10 degree off ) stationary.  3rd light bellow also at the same angle, this one is flashing and moving up and down fairly fast. All lights changing color from white, yellow and blue. Something lights fading but not at the same time.  Top light and bottom light had a relation  Ex: color change simultaneously and vanishing and coming back (but not all the time) this was observed about 4 time. Middle light not changing much and not at the same time as the other two.  No sounds.  Light just vanished without movement. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-06T00:00:00,33.421264542936065,POINT(-111.772797322253 33.421264542936065),-111.772797322253
Two red orbs hovering over the firework display appered around 9:15 pm and lasted 25-35 min. Multiple people saw the object and couldnt,Tempe,AZ,2015-07-04T21:15:00,light,30 minutes,"Occurred : 7/4/2015 21:15  (Entered as : 07/04/15 21:15) Reported: 7/5/2015 10:00:01 AM 10:00 Posted: 7/6/2015 Location: Tempe, AZ Shape: Light Duration:30 minutes",http://www.nuforc.org/webreports/120/S120104.html,Two red orbs hovering over the firework display appered around 9:15 pm and lasted 25-35 min.  Multiple people saw the object and couldnt explain.   The object appears to move and stop suddenly and then fly away.  It was in the flight path of Sky Harbor Airport.,2015-07-06T00:00:00,33.414035671514505,POINT(-111.92091958939439 33.414035671514505),-111.92091958939439
"Craft under intelligent control, flying in Tempe, AZ.",Tempe,AZ,2015-07-04T21:29:00,sphere,30 minutes,"Occurred : 7/4/2015 21:29  (Entered as : 07/07/15 21:29) Reported: 7/5/2015 10:40:06 AM 10:40 Posted: 7/6/2015 Location: Tempe, AZ Shape: Sphere Duration:30 minutes",http://www.nuforc.org/webreports/120/S120107.html,"Craft under intelligent control, flying in Tempe, AZ. Myself and a few family members went to the Tempe Town Lake festival for the fourth of July 2015.  We are enjoying our time and being very proud to be American.   About 30 seconds before the fireworks stared we noticed a red light floating around where the fireworks are about to take place.  While the show was taking place the light was stationary, then the light started moving from east to west.  The object then stopped, and changed course and headed back to its original location.   It then proceeded to move directly up and directly down, the object then started moving towards superstition mountains then disappeared.   This craft was unlike anything I have seen and I was an aircraft rescue firefighter for the United States Marine Corps.  I have seen very many aircraft from our military and other countries' military.  This was neither, nor was it civilian, and I say that because, where the craft was located was directly in the flight path of Sky Harbor Airport.   I have v! ideo",2015-07-06T00:00:00,33.414035671514505,POINT(-111.92091958939439 33.414035671514505),-111.92091958939439
"A large flagellated bug, the size of a house, silently floating around Phoenix.",Phoenix,AZ,2015-06-29T00:30:00,egg,6 seconds,"Occurred : 6/29/2015 00:30  (Entered as : 06/29/15 0:30) Reported: 6/29/2015 6:59:33 PM 18:59 Posted: 7/3/2015 Location: Phoenix, AZ Shape: Egg Duration:6 seconds",http://www.nuforc.org/webreports/119/S119901.html,"A large flagellated bug, the size of a house, silently floating around Phoenix. After dozing off to sleep while sleeping outside on my back, I suddenly awoke to see a massive object descending toward me from above.  It appeared  half the size of my outstretched hand until it reached its closest point, then appearing the full size of my outstretched hand held at arm’s length from my body.   The object seemed to be the size of a large house or larger.  It was not illuminated (and appeared dark in color with some irregular features that seemed to reflect light) but seemed to be a large creature of some sort (resembling a beetle as seen from below).   It also appeared to resemble a dark colored octopus as seen from below, but with tentacles much shorter (each only a quarter the thickness of its body) and more wirery than those on an octopus.  The ‘tentacles’  (approximately ten or twenty located around its periphery), in fact were more like the cilia of a cell seen under a microscope.  These ‘cilia’, flagellated and shivered rapidly as if being rapidly blown by an erratic wind, yet the sky was very still (with no wind) and the object made no noise that I could hear (as a loud commercial jet was taking off from a nearby airport the moment I awoke).  The object had a highly organic look, as if it were a creature (maybe a large bug) of some type.   After I’d watched it approach for about two seconds, I yelled thinking that it may crash into me.  The moment I yelled, it abruptly changed direction (without slowing down) and began moving away and to my right.  As it ascended to the right and away from me, it slowly faded away and vanished.   The entire encounter lasted approximately five to six seconds.",2015-07-03T00:00:00,33.5353805506076,POINT(-112.04946000000058 33.5353805506076),-112.04946000000058
Hovering object over SE Mesa.  ((NUFORC Note:  Venus and Jupiter.  PD)),Mesa,AZ,2015-07-01T20:30:00,unknown,1 hour,"Occurred : 7/1/2015 20:30  (Entered as : 07/01/2015 20:30) Reported: 7/1/2015 9:55:59 PM 21:55 Posted: 7/3/2015 Location: Mesa, AZ Shape: Unknown Duration:1 hour",http://www.nuforc.org/webreports/119/S119935.html,Hovering object over SE Mesa Two hovering lights over SE Mesa.  Held position for an hour.  No sound and lights did not flash.,2015-07-03T00:00:00,33.421264542936065,POINT(-111.772797322253 33.421264542936065),-111.772797322253
Cluster of approximately  20 bright white blinking lights traveled slowly in a westerly direction  over glendale AZ 1:30 am,Glendale,AZ,2015-06-07T01:32:00,formation,30 minutes,"Occurred : 6/7/2015 01:32  (Entered as : 06/07/15 01:32) Reported: 6/11/2015 12:27:34 PM 12:27 Posted: 6/15/2015 Location: Glendale, AZ Shape: Formation Duration:30 minutes",http://www.nuforc.org/webreports/119/S119478.html,"Cluster of approximately  20 bright white blinking lights traveled slowly in a westerly direction  over Glendale, AZ, 1:30 am. At approximately 1:30 am, my boyfriend was out back with the pups and asked me to come outside to see what he had been watching for a couple minutes in the West sky.  There was this cluster of 20 bright crisp silvery metallic white lights in a loose grouping.  The angle we were looking up into the sky was 30 degrees.   The lights appeared to have a pattern they were blinking off and on through but neither of us could tell you specifically what it was.  This grouping of lights, for lack of a better description, moved in a westerly direction as if attached to a drunken butterfly.  Slowly, left, right, forward, stationary, rinse, repeat.    Although the lights were moving farther west and away from us, they were still very bright white.....not soft or amber but clear bright white. ((NUFORC Note:  We spoke with both witnesses, and both appeared on a radio program.  They were both very objective, and sober-minded, in describing the event, and we suspect that both of them are quite reliable, and capable, witnesses.  PD))",2015-06-15T00:00:00,33.57603490701025,POINT(-112.19439241774062 33.57603490701025),-112.19439241774062
